Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8682475364,T639267C,NY,OMT,03/17/2019,51,4DSD,TOYOT,T,21940,35780,66240,20190831,106,106,106,366565,T402,H,1104A,,Q,O,104-24,131st St,,0,408,F1,,YYYYYYY,,,GREY,,2013,,0,40,,,,
1442917313,HSJ2893,NY,PAS,07/27/2018,21,SDN,NISSA,S,6880,9780,9830,20190605,62,62,0,589383,KS11,0000,0753A,,K,F,6401,18 AVE,,0,408,D1,,YYYYYYB,0730A,0800A,BLUE,0,2017,-,0,,,,,
8682345626,GAH5816,NY,PAS,03/14/2019,20,4DSD,BMW,T,17210,0,0,20200809,9,9,9,367319,T101,D,0452P,,NY,I,S,E 11th St,50ft E/of 4th Ave,0,408,D,,YYYYY,0700A,0700P,GY,,2016,,0,59,,,,
1452010572,HPZ4374,NY,PAS,01/16/2019,21,SUBN,FORD,S,12440,18740,51790,20200616,110,110,0,584089,QW04,0000,0939A,,Q,F,94-42,60TH AVE,,0,408,D1,,BBYBBBB,0930A,1100A,WH,0,2011,-,0,,,,,
8704375737,XFGT69,NJ,PAS,02/28/2019,69,DELV,DODGE,T,27790,18150,18170,88880088,17,17,17,351207,T106,O,0104P,,NY,F,484,Park Ave,,0,408,H1,,YYYYY,1000A,0400P,WHITE,,0,,0,27,,,,
8684068749,200QFU,FL,PAS,09/13/2018,21,4DSD,HONDA,T,18450,24440,24590,20181188,103,103,103,365807,T402,R,1246P,,Q,O,168-78,92nd Rd,,0,408,D1,,Y  Y,1130A,0100P,WHITE,,0,,0,CC2,,,,
8680396734,T790110C,NY,OMT,03/02/2019,14,4DSD,HYUND,T,34190,10410,10510,20190831,13,13,13,361347,T800,B2,1114P,,NY,F,21,W 21st St,,0,408,C,,YYYYYYY,1100P,0600A,BK,,2018,,0,A,,,,
8555637752,HEH6238,NY,PAS,02/28/2019,21,4DSD,VOLKS,T,6090,8040,37290,20200408,114,114,114,333007,T401,M,1148A,,Q,F,31-50,14th St,,0,408,D1,,Y,1130A,0100P,BL,,2016,,0,D-AM,,,,
8672726984,41677JV,NY,COM,04/04/2019,14,VAN,DODGE,T,33490,20620,24050,88880088,1,1,1,355208,T105,E,1007A,,NY,F,172,Water St,,0,408,I3,,YYYYYYY,,,WHITE,,2006,,0,099,,,,
8616923676,AT844K,NJ,PAS,11/05/2018,14,VAN,INTER,T,34570,10510,13610,88880088,14,14,14,330924,T106,B,0836A,,NY,O,104,W 40th St,,0,408,H1,,YYYYY,0700A,1000A,WHITE,,0,,0,06,,,,
8655323469,HZZ7296,NY,PAS,07/22/2018,71,4DSD,INFIN,T,36610,10410,15060,20200717,32,32,32,356225,T103,L,0649A,,NY,O,30,W 142nd St,,0,408,D,,YYYYYYY,,,GL,,2006,,0,I,,,,
8701681000,59062MA,NY,COM,02/16/2019,37,VAN,FORD,T,47290,14690,14590,20190731,104,104,104,368499,T402,F,0159P,0153P,Q,O,69-19,Grand Ave,,0,408,I4,,YYYYYY,0830A,0700P,WH,,2009,,0,24,,,,
1456903123,JFT9362,NY,PAS,05/24/2019,21,P-U,CHEVR,S,29320,64320,64420,20210124,47,47,0,515335,BX12,0000,0750A,,BX,F,1354,GUNHILL ROAD,,0,408,D1,,YYYYYYB,0730A,0800A,SILVE,0,2019,-,0,,,,,
8680068100,HKT1450,NY,PAS,08/14/2018,21,SUBN,MAZDA,T,32030,85730,85330,20180912,79,79,79,362209,T301,B,0928A,,K,F,4,Decatur St,,0,408,D1,,Y  Y,0900A,1030A,BL,,2005,,0,SPCL,,,,
8716269226,HNN8529,NY,PAS,01/07/2019,21,SUBN,MAZDA,T,8390,37290,8440,20190225,114,114,114,357738,T401,L,0855A,,Q,F,32-52,33rd St,,0,408,D1,,Y  Y,0830A,1000A,GY,,2017,,0,E,,,,
8683284013,59280ML,NY,COM,06/15/2019,14,DELV,ISUZU,T,17630,24890,10210,20210331,17,17,17,366538,T102,M,0146P,,NY,F,165,E 32nd St,,0,408,I4,,YYYYYYY,,,BK,,2013,,0,14,,,,
8485322514,HWF8491,NY,PAS,07/20/2018,14,4DSD,NISSA,T,34550,10910,97880,20191111,18,18,18,366509,T106,D,0842A,,NY,O,407,W 39th St,,0,408,C,,YYYYY,0800A,1000P,GY,,2008,,0,32,,,,
8647239076,XFWY85,NJ,PAS,07/27/2018,19,DELV,FRUEH,T,11710,0,0,20180088,20,20,20,361022,T103,H,0126P,,NY,I,E,Amsterdam Ave,20ft N/of W 69th St,0,408,E6,,YYYYYYY,,,WHITE,,0,,0,25,,,,
8720751667,BN411,RI,PAS,06/18/2019,20,4DSD,NISSA,T,15910,31390,36590,20200988,30,30,30,356274,T103,X,0504A,,NY,F,270,Convent Ave,,0,408,C,,YYYYYYY,,,BLUE,,0,,0,01,,,,
8509881595,HHX1917,NY,OMS,08/03/2018,38,SUBN,JEEP,T,31090,10110,10010,20180930,9,9,9,367882,T101,D,0509P,,NY,F,80,St Marks Pl,,0,408,I4,,Y,0900A,0700P,WH,,2016,,0,65,,,,
8716616947,WIN7723,NY,SRF,03/18/2019,40,4DSD,BMW,T,14080,35330,35380,20210322,70,70,70,359630,T302,I,1201P,,K,F,1223,Avenue J,,0,408,I4,,YYYYYYY,,,BL,,2017,,0,02,,,,
8719807326,T758843C,NY,OMT,12/31/2018,21,SUBN,ACURA,T,19390,0,0,20191031,115,115,115,363032,T401,Q,1019A,,Q,I,W,101st St,45ft N/of 35th Ave,0,408,D1,,Y,0930A,1100A,BK,,2017,,0,41,,,,
8663694866,82848JX,NY,COM,12/07/2018,85,VAN,CHEVR,T,51090,19840,19940,20200228,102,102,102,367425,T803,BB,0215A,0806P,Q,F,105-06,Jamaica Ave,,20181206,408,K5,,YYYYYYY,,,GY,,2008,,0,B,,,,
1447062553,GDP3465,NY,PAS,03/05/2019,68,VAN,TOYOT,X,31230,75930,49730,20201231,60,60,985,100420,0985,0000,0159A,,K,O,3801,CYPRESS AVE,,0,408,A1,,BBBBBBB,0100A,0600A,BLK,0,0,-,0,,,,,
8705457221,95411MD,NY,COM,10/01/2018,48,VAN,FRUEH,T,27050,13610,15350,88880088,1,1,1,362224,T105,E,0518P,,NY,F,18,Murray St,,0,408,C3,,YYYYYYY,,,BROWN,,2014,,0,057,,,,
8677455243,GKB1846,NY,PAS,07/18/2018,40,4DSD,BMW,T,18530,0,0,20190904,90,90,90,366554,T301,P,0529P,,K,I,E,Beaver St,20ft N/of Flushing A,0,408,E3,,YYYYYYY,,,GY,,2008,,0,SPCL,,,,
8682228518,XBUJ33,NJ,PAS,11/27/2018,20,VAN,FORD,T,21730,29290,45090,88880088,1,1,1,366561,T101,F,0106P,,NY,F,129-131,Greene St,,0,408,D,,YYYYY,0800A,0600P,WHITE,,0,,0,41,,,,
8641219560,B5S347,NY,PAS,10/10/2018,71,4DSD,BMW,T,26990,21870,21900,20190604,105,105,105,364851,T402,R,0401P,,Q,F,130-14,223rd St,,0,408,J3,,YYYYYYY,,,GY,,1988,,0,P,,,,
8651460600,DV1105I,FL,PAS,08/03/2018,17,SUBN,FORD,T,35710,15710,11710,88880088,24,24,24,362579,T103,DD,0625A,,NY,O,120,W 97th St,,0,408,K5,,Y,0600A,0300P,BLACK,,0,,0,01,,,,
8710755391,HYU8148,NY,OMS,01/17/2019,21,SUBN,TOYOT,T,51490,94730,41290,20190930,104,104,104,361864,T402,C,0838A,,Q,F,16-36,Jefferson Ave,,0,408,J5,,Y  Y,0830A,1000A,BK,,2018,,0,31,,,,
8608438665,HNY1423,NY,PAS,08/23/2018,71,2DSD,HONDA,T,78050,72620,40320,20190221,47,47,47,367857,T201,B,0950A,,BX,O,3020,Williamsbridge Rd,,0,408,E2,,YYYYYYY,,,GY,,2003,,0,11,,,,
8656541810,GVL7649,NY,PAS,10/21/2018,16,SUBN,HONDA,T,17590,10110,10010,20190111,17,17,17,356559,T102,I,0130P,,NY,O,306,E 30th St,,0,408,C,,YYYYYYY,0500A,0400P,GL,,2018,,0,D,,,,
4650825799,G759LX,NY,PAS,12/07/2018,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,1146A,,BK,,,NB OCEAN PKWY @ AVE,S,0,1180,B,T,,,,GYGY,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8657106012,ZGJ7339,PA,PAS,07/11/2018,68,SUBN,DODGE,T,42930,53830,81330,20171288,84,84,84,365900,T301,F,1154A,,K,F,40,Garden Pl,,0,408,D1,,YYYYYYY,,,WHITE,,0,,0,SPCL,,,,
1437639161,EXM7135,NY,PAS,07/24/2018,74,SUBN,CHEVR,P,25490,25890,25980,20191227,5,5,0,362558,SICA,0000,0431P,,NY,O,124,MADISON ST,,0,408,D,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
8626216889,HCV2903,NY,PAS,08/02/2018,21,4DSD,HONDA,T,0,0,0,20191202,41,41,41,365878,T201,G,1144A,,BX,I,N,Watson Ave,20ft E/of Close Ave,0,408,D1,,Y  Y,1130A,0100P,WH,,2012,,0,17,,,,
4010408959,HTV8421,NY,PAS,01/20/2019,5,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0403P,,QN,,,NB MAIN ST @ FRANKLI,N AVE,0,1111,C,T,,,,GY,,2015,,0,,BUS LANE VIOLATION,,,
8645337083,K32GSX,NJ,PAS,07/31/2018,21,SUBN,JEEP,T,65830,54000,95030,88880088,90,90,90,357368,T301,I,0917A,,K,F,50,N 1st St,,0,408,D1,,Y  Y,0900A,1030A,RED,,0,,0,K,,,,
8657938285,JEP5420,NY,PAS,01/08/2019,38,4DSD,CHEVR,T,64290,7790,7990,20201211,110,110,110,357767,T401,R,0105P,,Q,F,30-32,Steinway St,,0,408,I3,,YYYYYY,0830A,0700P,WH,,2011,,0,29-A,,,,
8668133238,21547JT,NY,COM,02/21/2019,14,VAN,FRUEH,T,17590,10410,25390,88880088,14,14,14,361376,T102,H,0958A,,NY,O,8,E 30th St,,0,408,C,,YYYYYYY,,,WHITE,,2004,,0,11,,,,
8674972081,KLB9880,PA,PAS,10/10/2018,37,SUBN,NISSA,T,53790,20740,20840,88880088,106,106,106,366441,T402,G,0247P,0237P,Q,F,114-06,Liberty Ave,,0,408,F1,,YYYYYY,0900A,0700P,WHITE,,0,444-3098,0,39,,,,
8712715128,HZZ9368,NY,PAS,02/16/2019,38,2DSD,SMART,T,8140,7990,37290,20191129,114,114,114,363973,T401,D,0906A,,Q,O,31-60,31st St,,0,408,D1,,YYYYYY,0900A,0700P,WH,,2016,,0,26-A,,,,
8702204587,FLL6794,NY,PAS,10/26/2018,71,2DSD,ME/BE,T,36330,40230,44430,20190331,70,70,70,367325,T302,Q,1130A,,K,F,898,E 34th St,,0,408,D1,,YYYYYYY,,,BK,,2007,,0,09,,,,
4653842127,T604057C,NY,OMT,02/28/2019,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0346P,,BX,,,SB GRAND CONCOURSE @,MARCY PL,0,1180,B,T,,,,GY,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8625009554,87076MA,NY,COM,10/16/2018,21,SUBN,HYUND,T,18630,10110,10010,20191231,19,19,19,368500,T103,E,0912A,,NY,F,310,E 82nd St,,0,408,D1,,Y  Y,0900A,1030A,RD,,2017,,0,05,,,,
8676316211,HVN5334,NY,PAS,10/12/2018,21,SUBN,DODGE,T,5430,8780,8830,20200720,72,72,72,367429,T302,C,1053A,,K,F,4407,4th Ave,,0,408,D1,,Y,0930A,1100A,WH,,2012,,0,51,,,,
8667474897,AS176R,NJ,PAS,11/19/2018,69,FLAT,KENWO,T,34810,0,0,88880088,18,18,18,345557,T501,A,0743A,,NY,I,N,W 52nd St,20ft W/of Broadway,0,408,H1,,YYYYY,0700A,0600P,WHITE,,0,,0,14,,,,
8533434868,JBS2807,NY,PAS,12/05/2018,40,4DSD,TOYOT,T,25530,82930,73190,20200725,81,81,81,346210,T301,X,0431P,,K,F,153,Chauncey St,,0,408,D,,YYYYYYY,,,WH,,2015,,8,SPCL,,,,
8710585904,EPD4468,NY,PAS,04/16/2019,70,SUBN,HONDA,T,25390,18690,18710,20190414,19,19,19,355672,T103,Q,0140P,,NY,O,1161,Madison Ave,,0,408,J6,,YYYYYYY,,,WH,,2017,,0,C,,,,
8672628299,HFH4829,NY,PAS,08/17/2018,71,2DSD,MINI,T,10390,11340,11250,20200531,104,104,104,363074,T402,R,0305P,,Q,F,54-42,46th St,,0,408,E2,,YYYYYYY,,,WH,,2013,,0,CC1,,,,
8661327490,CYU6566,NY,PAS,12/01/2018,71,SUBN,DODGE,T,57490,9640,9790,20200707,114,114,114,359307,T401,E,0755A,,Q,F,41-23,Newtown Rd,,0,408,E2,,YYYYYYY,,,GY,,2014,,0,24,,,,
8731261152,88283MK,NY,COM,04/29/2019,31,SUBN,CADIL,T,34490,10610,10810,20191031,14,14,14,350424,T106,L,1236P,,NY,F,223,W 36th St,,0,408,K1,,YYYYY,0600A,0600P,WH,,2017,,0,02,,,,
4648335958,JCS5511,NY,PAS,10/03/2018,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,1146A,,ST,,,WB GOETHALS RD N @ J,ULES DR,0,1180,B,T,,,,BK,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8741258629,PKJ4557,NC,PAS,05/17/2019,21,SUBN,CHRYS,T,0,0,0,88880088,52,52,52,366507,T201,L,1200P,,BX,I,E,Goulden Ave,115ft N/of Bedford P,0,408,D1,,Y  Y,1130A,0100P,BLACK,,0,,0,52,,,,
1452041040,HTW5897,NY,PAS,12/12/2018,21,,NISSA,S,20190,13240,13440,20190823,112,112,0,921378,QW06,0000,0835A,,Q,F,6419,108 ST,,0,408,D1,,YYYYYYB,0830A,0900A,BK,0,2017,-,0,,,,,
8661928424,DUJ8268,NY,PAS,09/05/2018,21,4DSD,NISSA,T,11240,65990,61590,20200905,110,110,110,363042,T401,M,1148A,,Q,F,86-36,54th Ave,,0,408,D1,,Y,1130A,0100P,GY,,2007,,0,T,,,,
8688799120,30949JX,NY,COM,04/01/2019,46,VAN,WORKH,T,18430,10110,10010,88880088,19,19,19,364004,T103,Q,0229P,,NY,F,305,E 72nd St,,0,408,F1,,YYYYYYY,,,BROWN,,2007,,0,02,,,,
8638594744,3905UE,VA,PAS,11/02/2018,14,4DSD,NISSA,T,70620,39803,74370,20180988,44,44,44,357069,T201,S,0723A,,BX,F,1401,University Ave,,0,408,C,,YYYYYYY,,,BLACK,,0,,0,H,,,,
8503567039,22109MM,NY,COM,10/25/2018,51,VAN,FRUEH,T,21730,21690,13810,88880088,1,1,1,358579,T105,D,1050A,,NY,F,54,Greene St,,0,408,J3,,YYYYYYY,,,BROWN,,2019,,0,037,,,,
8657564464,99466ME,NY,COM,11/20/2018,20,PICK,HONDA,T,27190,0,0,20190131,7,7,7,368585,T101,D,0358P,,NY,I,W,Norfolk St,5ft S/of Rivington S,0,408,F1,,YYYYYY,0700A,0700P,BK,,2017,,0,63,,,,
8495194703,54407PC,NY,APP,11/20/2018,42,DELV,HIN,T,34510,10810,10910,20190630,14,14,14,366485,T106,J,0842A,,NY,O,342,W 37th St,,0,408,I3,,YYYYY,0600A,0700P,WH,,2013,144-3092,0,21,,,,
8694028803,XCLD50,NJ,PAS,03/11/2019,47,DELV,GMC,T,25390,18010,18030,88880088,18,18,18,359575,T106,O,1127A,,NY,O,485,Madison Ave,,0,408,J6,,YYYYYY,0700A,0700P,WHITE,,0,,0,16,,,,
4010182623,W23GNL,NJ,PAS,12/20/2018,5,VAN,FORD,V,0,0,0,0,,0,0,0,,,0622P,,BK,,,SB NOSTRAND AVE @ LI,NDEN BLVD,0,1111,C,T,,,,WT,,2016,,0,,BUS LANE VIOLATION,,,
8678874259,10303ML,NY,COM,12/15/2018,85,DELV,FRUEH,T,44690,23050,35780,20190331,105,105,105,354200,T803,BB,0103A,0918P,Q,O,147-35,Farmers Blvd,,0,408,K5,,YYYYYYY,,,WH,,2006,,0,U,,,,
8658934664,27146MJ,NY,COM,01/14/2019,69,VAN,ME/BE,T,17390,0,0,20191130,13,13,13,367892,T102,E,1151A,,NY,I,N,E 20th St,5ft W/of Broadway,0,408,H1,,YYYYY,0800A,0700P,WH,,2017,,0,03,,,,
8598432453,AK09479,CT,PAS,10/08/2018,19,4DSD,HYUND,T,54490,41290,61890,88880088,104,104,104,367372,T402,C,1203P,,Q,F,17-04,Madison St,,0,408,I4,,YYYYYYY,,,SILVE,,0,,0,29,,,,
1453452400,XV514,RI,PAS,03/31/2019,98,SDN,TOYOT,P,52120,27540,12550,0,52,52,52,945376,0052,0000,0650P,,BX,F,2801,MORRIS AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GREY,0,0,-,0,,,,,
8665441335,GNE7376,NY,PAS,03/22/2019,38,4DSD,HONDA,T,24090,18140,51090,20200307,103,103,103,369623,T402,G,0434P,,Q,F,90-38,161st St,,0,408,D,,YYYYYY,0900A,0700P,WH,,2017,,0,18,,,,
8723582856,83505MH,NY,COM,05/20/2019,17,REFG,NS/OT,T,34430,0,0,20191231,14,14,14,367416,T102,N,0232P,,NY,I,N,W 33rd St,15ft W/of 8th Ave,0,408,L2,,YYYYYYY,,,WHITE,,2010,,0,99,,,,
4648678503,KSX6341,PA,PAS,10/10/2018,36,CP,HONDA,V,0,0,0,0,,0,0,0,,,0828A,,BK,,,NB CONEY ISLAND AVE,@ KERMIT PL,0,1180,B,T,,,,,,2001,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8685312966,T34KGS,NJ,PAS,07/27/2018,14,SUBN,NISSA,T,86630,13980,14030,88880088,63,63,63,354144,T802,B,1040P,,K,F,1704,Utica Ave,,0,408,C,,YYYYYYY,,,GREY,,0,,0,CC4,,,,
8722112546,31106MK,NY,COM,05/03/2019,47,VAN,FORD,T,17970,10210,10110,20210131,17,17,17,358128,MTTF,B,0927A,,NY,F,216,E 49th St,,0,408,L2,,YYYYYY,0700A,0700P,WH,,2014,,0,04,,,,
8638129956,FFC4175,NY,PAS,10/29/2018,20,2DSD,JAGUA,T,60810,22740,22810,20181230,113,113,113,345435,T402,Y,0442P,,Q,F,141-02,Rockaway Blvd,,0,408,J3,,YYYYYYY,,,BL,,2007,,0,CC1,,,,
8642943415,HRP3195,NY,OMS,10/16/2018,71,SUBN,FORD,T,43890,10140,54390,20190930,110,110,110,363973,T401,D,0905A,,Q,F,84-11,Elmhurst Ave,,0,408,D1,,YYYYYYY,,,GY,,2017,,0,12-A,,,,
8671909001,HWV7952,NY,PAS,11/24/2018,19,4DSD,HONDA,T,31190,36350,36370,20200109,28,28,28,352992,T103,M,0647A,,NY,O,400,St Nicholas Ave,,0,408,F1,,YYYYYYY,,,BK,,2018,,0,O,,,,
8688720540,XCYV10,NJ,PAS,01/07/2019,69,VAN,FORD,T,18190,25390,27790,88880088,18,18,18,355437,T106,I,0455P,,NY,F,30,E 60th St,,0,408,H1,,YYYYYY,0700A,0700P,YELLO,,0,,0,27,,,,
8585682188,EKU1944,NY,PAS,11/23/2018,38,SUBN,JEEP,T,13610,35810,35830,20200716,24,24,24,367893,T103,K,1126A,,NY,F,2681,Broadway,,0,408,I4,,YYYYYY,0830A,1000P,GY,,2009,,0,22,,,,
1441764033,5170A,MA,APP,07/06/2018,30,,VANHO,P,28790,11610,19690,20190630,5,5,406,954139,0406,0000,0427P,,NY,O,3,PIKE STREET,,0,408,C3,,BBBBBBB,ALL,ALL,WHT,0,0,-,0,,,,,
8654826952,57946MK,NY,COM,06/16/2019,46,VAN,FORD,T,17270,10010,12110,20191130,13,13,13,367357,MTTF,E,0125P,,NY,F,418,E 14th St,,0,408,C,,YYYYYYY,,,WH,,2012,,0,01,,,,
8636697463,AUC4918,NY,PAS,10/04/2018,17,4DSD,FORD,T,16940,40404,40404,20191206,102,102,102,363561,T402,B,0717A,,Q,O,82-52,83rd Ave,,0,408,D,,YYYYY,0700A,0400P,BLUE,,2008,,0,21,,,,
5105338960,HMY7840,NY,PAS,01/22/2019,7,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0656A,,BK,,,ATLANTIC AVE (W/B) @,BEDFORD AVE,0,1111,D,T,,,,GY,,2004,,0,,FAILURE TO STOP AT RED LIGHT,,,
8713116022,44927MK,NY,COM,04/17/2019,37,VAN,FORD,T,15710,35590,35610,20190630,24,24,24,365895,T103,EE,1019A,1013A,NY,F,647,Columbus Ave,,0,408,D,,YYYYYY,0700A,0700P,WH,,2014,,0,43,,,,
8662575729,32595MD,NY,COM,08/17/2018,16,VAN,FORD,T,21790,27880,27050,20190430,1,1,1,364011,T105,H,0919A,0843A,NY,O,255,Greenwich St,,0,408,K2,,YYYYY,0700A,0700P,WHITE,,2013,,0,005,,,,
8632565746,HWK1354,NY,PAS,08/16/2018,71,4DSD,ME/BE,T,20220,13820,42620,20191210,42,42,42,361324,T201,X,1105A,,BX,F,1344,Clinton Ave,,0,408,J6,,YYYYYYY,,,LTG,,2003,,0,26,,,,
8688192110,ESK7659,NY,PAS,05/28/2019,14,SUBN,AUDI,T,57790,20340,20390,20190610,115,115,115,333008,T401,V,0428P,,Q,F,109-04,Northern Blvd,,0,408,C,,YYYYY,0400P,0700P,WH,,2018,,0,P,,,,
8698910312,15249MJ,NY,COM,01/03/2019,20,VAN,,T,34630,10410,10510,20200228,14,14,14,351311,T106,P,0113P,,NY,F,4,W 43rd St,,0,408,H1,,YYYYYYY,,,WH,,2016,,0,06,,,,
8638084390,333429R,NJ,PAS,07/31/2018,16,VAN,FORD,T,32900,15350,13610,20180088,1,1,1,366476,T105,J,0108P,1223P,NY,F,49,Walker St,,20180731,408,K2,,YYYYY,0700A,0700P,WHITE,,0,,0,040,,,,
8609045584,HBN6296,NY,PAS,03/25/2019,70,4DSD,HYUND,T,0,0,0,88880088,52,52,52,367874,T201,B,0840A,,BX,I,N,E 176th St,50ft W/of Monroe Ave,0,408,J6,,YYYYYYY,,,BLUE,,0,,0,03,,,,
8607957272,57022JZ,NY,COM,10/08/2018,46,VAN,WORKH,T,70520,50770,45330,88880088,43,43,43,365372,T201,I,1153A,,BX,F,1580,Unionport Rd,,0,408,J6,,YYYYYYY,,,BROWN,,2009,,0,04,,,,
8750953539,AM65408,CT,PAS,05/21/2019,20,VAN,CHEVR,T,32645,32985,17150,20190088,6,6,6,355538,T101,G,0203P,,NY,F,15-19,University Pl,,0,408,I3,,YYYYY,0800A,0600P,WHITE,,0,,0,31,,,,
1440945512,HPE9213,NY,PAS,07/03/2018,21,,NISSA,S,8480,6080,42630,20190504,66,66,0,529560,KS12,0000,0925A,,K,F,1010,38 STREET,,0,408,D1,,BYBBBBB,0830A,1000A,BK,0,0,-,0,,,,,
4655164840,HCD7025,NY,PAS,04/03/2019,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0624P,,BK,,,NB OCEAN PKWY @ BEVE,RLEY RD,0,1180,B,T,,,,GY,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4657455280,DGP5104,NY,PAS,06/12/2019,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0111P,,QN,,,WB THOMSON AVE @ 30T,H PL,0,1180,B,T,,,,GY,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8626216981,89336MJ,NY,COM,08/02/2018,46,VAN,FORD,T,76950,49020,67120,88880088,43,43,43,365878,T201,G,1225P,,BX,F,1586,Westchester Ave,,0,408,J6,,YYYYYYY,,,BROWN,,2017,,0,17,,,,
8680190093,BBK3702,NY,PAS,01/28/2019,21,SUBN,HONDA,T,36350,10610,16400,20200316,26,26,26,367973,T103,A,0951A,,NY,F,211,W 129th St,,0,408,D1,,Y  Y,0930A,1100A,GY,,2017,,0,K,,,,
8556088636,AG46064,CT,PAS,02/25/2019,21,4DSD,TOYOT,T,19040,8190,57790,88880088,115,115,115,356261,T401,L,0847A,,Q,F,32-12,97th St,,0,408,E2,,Y,0830A,1000A,BLACK,,0,,0,P-AM,,,,
8681472471,HLZ6558,NY,PAS,11/30/2018,38,PICK,GMC,T,15780,6780,16280,20190125,62,62,62,354029,T302,S,0240P,,K,F,1721,Bath Ave,,0,408,I4,,YYYYYY,0800A,0700P,BL,,2017,,0,W,,,,
8649478980,XFHR87,NJ,PAS,02/04/2019,47,DELV,HIN,T,24890,0,0,88880088,17,17,17,365357,T106,I,0138P,,NY,I,E,Lexington Ave,20ft N/of E 53rd St,0,408,H1,,YYYYYY,0700A,0700P,GREEN,,0,,0,22,,,,
8632045210,38169MH,NY,COM,10/10/2018,20,PICK,FORD,T,21590,0,0,20181130,106,106,106,364930,T402,D,0831A,,Q,I,W,124th St,15ft S/of 101st Ave,0,408,C,,YYYYY,0800A,0600P,WH,,2016,,0,39,,,,
1456749845,47746CH,99,999,04/12/2019,21,SDN,VOLKS,S,9030,5430,5580,0,72,72,0,590750,KS07,0000,0847A,,K,F,422,49TH ST,,0,408,D1,,BBBBYBB,0830A,1000A,BLACK,0,0,-,0,,,,,
8617747456,76757MK,NY,COM,08/17/2018,69,DELV,KENWO,T,34790,39,10610,20181031,18,18,18,362201,T106,M,0737A,,NY,F,155,W 51st St,,0,408,H1,,YYYYY,0700A,0600P,RED,,2011,,0,99,,,,
8654881770,NG35540,SC,PAS,06/25/2019,20,SUBN,TOYOT,T,24240,18040,51090,20190088,103,103,103,363566,T402,H,0621P,,Q,F,89-12,164th St,,0,408,J3,,YYYYYYY,,,RED,,0,,0,15,,,,
8652618082,6CS622,CT,CMB,09/17/2018,46,VAN,CHEVR,T,34110,10910,11010,88880088,10,10,10,364902,T102,A,1137A,,NY,F,444,W 17th St,,0,408,P1,,YYYYYYY,,,OTHER,,0,,0,99,,,,
4654638507,AM44851,CT,PAS,03/15/2019,36,4D,NISSA,V,0,0,0,0,,0,0,0,,,1042A,,BK,,,SB EASTERN PKWY @ TR,UXTON ST,0,1180,B,T,,,,GRY,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4652224230,HGE6189,NY,PAS,01/14/2019,36,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,1015A,,BK,,,EB LINDEN BLVD @ HEM,LOCK ST,0,1180,B,T,,,,WH,,2002,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8648770786,58036MB,NY,COM,09/18/2018,20,VAN,CHEVR,T,25990,29290,45090,20191031,1,1,1,367948,T101,D,0247P,,NY,F,155,Mercer St,,0,408,F6,,YYYYY,0800A,0600P,WH,,2006,,0,66,,,,
4653489956,GYF9477,NY,PAS,02/14/2019,36,SUBN,ME/BE,V,0,0,0,0,,0,0,0,,,0852A,,BK,,,SB BOERUM PL @ SCHER,MERHORN ST,0,1180,B,T,,,,WH,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8675678319,834YFF,FL,PAS,02/08/2019,37,SUBN,CADIL,T,0,0,0,20190088,43,43,43,353426,T201,L,0123P,0100A,BX,I,E,Boynton Ave,10ft S/of Westcheste,0,408,F1,,YYYYYY,0900A,0700P,WHITE,,0,,0,03,,,,
